rank,code,name,market,mktcap,sector,close,stop,trend_score,pattern_score,volume_score,supply_score,risk_score,total_score,risk_pct,bbw_pct,adx,setup,ma20,ma60,bb_upper,door_knock,squeeze,score_details,strat1_type,strat1_name,strat1_entry,strat1_stop,strat1_risk,strat2_type,strat2_name,strat2_entry,strat2_stop,strat2_risk,strat3_type,strat3_name,strat3_entry,strat3_stop,strat3_risk,foreign_consec_buy,foreign_net_5d,inst_net_5d,scan_date,chunk,keywords,news_count
1,860,강남제비스코,KOSPI,241800000000,"도료(페인트,락카,신나,에나멜,바니쉬),안료 제조,판매",18600.0,17112.0,25.0,15.0,20.0,9,7.0,76.0,8.0,100.0,52.924717981002416,B,16869.0,14655.0,18420.07238072622,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_door_knock"": 10, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -3}",oneil,Pocket Pivot,18600.0,17652.0,5.096774193548387,breakout,Squeeze돌파,18600.0,17178.0,7.64516129032258,pullback,눌림목,16869.0,15731.4,6.743731104392675,2,68928410.0,56968610.0,2026-02-11 19:23,2,,0
1,4990,롯데지주,KOSPI,3482986668400,지주회사,33200.0,30544.0,25.0,15.0,13.0,15,7.0,75.0,8.0,71.42857142857143,70.24646846294391,B,30460.0,28549.0,32772.46471549453,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_door_knock"": 10, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_today"": 8, ""risk_deduction"": -3}",breakout,Squeeze돌파,33200.0,31017.5,6.573795180722891,oneil,오닐,33200.0,31745.0,4.382530120481928,pullback,눌림목,30460.0,28714.0,5.7321076822061725,5,8850155400.0,7892854050.0,2026-02-11 19:22,1,,0
2,70,삼양홀딩스,KOSPI,508489010500,"지주회사,경영자문컨설팅",65500.0,58800.0,25.0,20.0,16.0,12,1.0,74.0,10.229007633587786,0.0,53.27372188783373,R,60470.0,60250.0,67669.08663359487,True,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""vol_explosion"": 5, ""vol_dryup"": 3, ""vol_today"": 8, ""risk_deduction"": -9}",oneil,Pocket Pivot,65500.0,63665.0,2.801526717557252,pullback,눌림목,60470.0,58268.0,3.6414751116255992,breakout,Squeeze돌파,67669.08663359487,64916.58663359487,4.067588520743383,3,1976175400.0,50527700.0,2026-02-11 19:23,2,,0
3,451760,컨텍,KOSDAQ,346498137150,"지상국 시스템 엔지니어링 솔루션, 위성영상 생성을 위한 데이터처리 솔루션",22650.0,20838.0,25.0,15.0,20.0,7,7.0,74.0,8.0,99.15966386554622,56.09945424078665,B,19741.5,14175.8,23606.562372713484,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_door_knock"": 10, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -3}",oneil,Pocket Pivot,22650.0,21385.0,5.584988962472407,pullback,눌림목,19741.5,16425.9,16.795076361978566,breakout,Squeeze돌파,23606.562372713484,19462.062372713484,17.556558784647834,0,1938545150.0,297787650.0,2026-02-11 19:23,2,,0
4,4700,조광피혁,KOSPI,468764229000,"가죽(피혁원단,제화용원단,카시트용원단),가방,신발 제조,도매",70500.0,67500.0,18.0,20.0,16.0,8,10.0,72.0,4.25531914893617,8.403361344537815,25.502869602820518,R,70620.0,69126.0,73453.29749089204,True,True,"{""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 3, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""vol_explosion"": 5, ""vol_dryup"": 3, ""vol_today"": 8, ""risk_safe"": 10}",pullback,눌림목,70620.0,67089.0,5.0,oneil,오닐,70500.0,66270.0,6.0,breakout,Squeeze돌파,73453.29749089204,67783.29749089204,7.719190551932757,3,275298300.0,-80837900.0,2026-02-11 19:23,2,,0
2,122870,와이지엔터테인먼트,KOSDAQ,1429865248500,"음악 및 기타 오디오물 출판, 신인 아티스트 육성 및 매니지먼트",76500.0,66700.0,16.0,24.0,20.0,12,0.0,72.0,12.810457516339868,14.285714285714286,27.724712549663533,A,71550.0,67418.0,75205.9331504856,True,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_align_20_50"": 3, ""trend_adx"": 3, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""pat_setup_a"": 4, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -10}",breakout,Squeeze돌파,76500.0,71175.0,6.96078431372549,oneil,오닐,76500.0,72950.0,4.640522875816994,pullback,눌림목,71550.0,67290.0,5.953878406708595,4,15552122600.0,11785202200.0,2026-02-11 19:22,1,,0
3,475960,토모큐브,KOSDAQ,805673094800,"홀로토모그래피 HT-X1, HT-2H",60200.0,55384.0,21.0,20.0,8.0,15,7.0,71.0,8.0,18.48739495798319,30.03997551981566,R,49172.5,50817.0,60507.9016882392,True,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_50_200"": 2, ""trend_adx"": 4, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""vol_explosion"": 5, ""vol_dryup"": 3, ""risk_deduction"": -3}",oneil,Inside Day,60200.0,56475.0,6.187707641196013,breakout,Squeeze돌파,60507.9016882392,54920.4016882392,9.234331127179098,pullback,눌림목,49172.5,44702.5,9.090446896130969,5,12994460700.0,2419679000.0,2026-02-11 19:22,1,,0
5,41830,인바디,KOSDAQ,468460649500,정밀 체성분 분석기,34750.0,31970.0,24.0,15.0,16.0,8,7.0,70.0,8.0,39.49579831932773,39.74621008134253,B,31947.5,31830.0,34941.33790561542,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 4, ""pat_door_knock"": 10, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 3, ""vol_today"": 8, ""risk_deduction"": -3}",breakout,Squeeze돌파,34941.33790561542,33081.33790561542,5.323207728977886,oneil,오닐,34750.0,33540.0,3.4820143884892087,pullback,눌림목,31947.5,30459.5,4.657641442992409,3,1900943700.0,-147316600.0,2026-02-11 19:23,2,,0
6,20000,한섬,KOSPI,496996096050,"여성의류,금속 액세서리,신발,가방,선글라스 제조,판매",22150.0,20378.0,25.0,5.0,16.0,15,7.0,68.0,8.0,100.0,68.79044705405768,B,17220.0,16365.0,19195.67542663394,False,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 3, ""vol_today"": 8, ""risk_deduction"": -3}",breakout,Squeeze돌파,22150.0,20797.75,6.104966139954853,oneil,오닐,22150.0,21248.5,4.0699774266365685,pullback,눌림목,17220.0,16138.2,6.282229965156791,5,7397431350.0,4612157850.0,2026-02-11 19:24,2,,0
8,94480,갤럭시아머니트리,KOSDAQ,423682250400,전자결제,10800.0,10000.0,23.0,10.0,12.0,15,7.0,67.0,7.4074074074074066,81.5126050420168,55.20579041365436,-,10502.0,9797.4,11254.485061366828,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_adx"": 5, ""pat_door_knock"": 10, ""vol_explosion"": 5, ""vol_dryup"": 7, ""risk_deduction"": -3}",pullback,눌림목,10502.0,9585.2,8.729765758903058,oneil,오닐,10800.0,10152.0,6.0,breakout,Squeeze돌파,11254.485061366828,10108.485061366828,10.18260714507378,5,1763927040.0,131360150.0,2026-02-11 19:24,2,,0
