rank,code,name,market,mktcap,sector,close,stop,trend_score,pattern_score,volume_score,supply_score,risk_score,total_score,risk_pct,bbw_pct,adx,setup,ma20,ma60,bb_upper,door_knock,squeeze,score_details,strat1_type,strat1_name,strat1_entry,strat1_stop,strat1_risk,strat2_type,strat2_name,strat2_entry,strat2_stop,strat2_risk,strat3_type,strat3_name,strat3_entry,strat3_stop,strat3_risk,foreign_consec_buy,foreign_net_5d,inst_net_5d,scan_date,chunk,keywords,news_count
1,4700,조광피혁,KOSPI,498685350000,"가죽(피혁원단,제화용원단,카시트용원단),가방,신발 제조,도매",75000.0,67500.0,22.0,24.0,16.0,15,3.0,80.0,10.0,11.764705882352942,20.291825230112604,A,71285.0,69264.0,73939.62961497356,True,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 2, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""pat_setup_a"": 4, ""vol_explosion"": 5, ""vol_dryup"": 3, ""vol_today"": 8, ""risk_deduction"": -7}",breakout,Squeeze돌파,75000.0,69262.5,7.649999999999999,oneil,오닐,75000.0,71890.0,4.1466666666666665,pullback,눌림목,71285.0,67720.75,5.0,5,447759700.0,19645400.0,2026-02-18 17:12,2,,0
1,5810,풍산홀딩스,KOSPI,573808221600,"동판제,대,관,봉,선,소전,동파이프 제조,도매,무역",39800.0,37550.0,20.0,20.0,18.0,11,9.0,78.0,5.653266331658291,18.48739495798319,22.17521818608885,R,39635.0,38632.0,40853.22136439038,True,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_adx"": 2, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""vol_explosion"": 5, ""vol_dryup"": 5, ""vol_today"": 8, ""risk_deduction"": -1}",breakout,Squeeze돌파,40853.22136439038,39165.72136439038,4.130641216633422,pullback,눌림목,39635.0,37653.25,5.0,oneil,오닐,39800.0,37412.0,6.0,5,1311805100.0,-1995773000.0,2026-02-18 17:12,1,,0
3,100790,미래에셋벤처투자,KOSDAQ,1253741362400,중소기업 창업투자 관련 고유계정/투자조합 관련 수익,23600.0,21712.0,25.0,15.0,20.0,8,7.0,75.0,8.0,100.0,60.404758668568704,B,18784.0,15198.8,23999.80232722352,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_door_knock"": 10, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -3}",oneil,Pocket Pivot,23600.0,22975.0,2.6483050847457625,breakout,Squeeze돌파,23999.80232722352,20445.55232722352,14.809496976432731,pullback,눌림목,18784.0,15940.6,15.13735093696763,3,5043963550.0,-2467492800.0,2026-02-18 17:12,1,,0
2,4800,효성,KOSPI,2710271893300,"스판덱스,합성원사,나일론,폴리에스터,타이어코드지,PET병,수지제품,중전기제품(변압기,차단기),사무용기계,컴퓨터 제조/건축공사",161900.0,148948.0,24.0,15.0,20.0,9,7.0,75.0,8.0,52.10084033613445,32.16834778574909,B,150720.0,136328.0,162207.7970903515,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 4, ""pat_door_knock"": 10, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -3}",oneil,Pocket Pivot,161900.0,152935.0,5.537368746139593,breakout,Squeeze돌파,162207.7970903515,148760.2970903515,8.290291984243888,pullback,눌림목,150720.0,139962.0,7.137738853503185,1,4183131000.0,9807578600.0,2026-02-18 17:12,1,,0
2,94480,갤럭시아머니트리,KOSDAQ,438981887220,전자결제,11190.0,10294.8,23.0,15.0,20.0,9,7.0,74.0,8.0,83.19327731092437,46.26379658093338,B,10637.0,9858.2,11336.971883281103,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_adx"": 5, ""pat_door_knock"": 10, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -3}",oneil,Pocket Pivot,11190.0,11029.0,1.4387846291331547,breakout,Squeeze돌파,11336.971883281103,10188.721883281103,10.128365950111872,pullback,눌림목,10637.0,9718.4,8.635893579016644,1,1658134910.0,643580.0,2026-02-18 17:12,2,,0
4,80220,제주반도체,KOSDAQ,1575759609750,"모바일용 LP DDR SDRAM, CRAM, SRAM",45750.0,42090.0,25.0,15.0,18.0,6,7.0,71.0,8.0,100.0,68.5109086048102,B,38315.0,29597.6,46681.19877108399,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_door_knock"": 10, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 5, ""vol_today"": 8, ""risk_deduction"": -3}",breakout,Squeeze돌파,46681.19877108399,41217.44877108399,11.704390940758024,oneil,오닐,45750.0,43820.0,4.218579234972678,pullback,눌림목,38315.0,33944.0,11.408064726608377,1,-19339419950.0,1980138350.0,2026-02-18 17:12,1,,0
5,44490,태웅,KOSDAQ,648239144400,자유형단조품,32400.0,29808.0,22.0,13.0,20.0,9,7.0,71.0,8.0,36.134453781512605,33.969816266527495,C,30975.0,28679.0,33613.61335157764,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_adx"": 4, ""pat_door_knock"": 10, ""pat_setup_c"": 3, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -3}",pullback,눌림목,30975.0,28450.0,8.151735270379339,oneil,오닐,32400.0,30240.0,6.666666666666667,breakout,Squeeze돌파,33613.61335157764,29811.11335157764,11.312380969663089,1,5715222600.0,2404334800.0,2026-02-18 17:12,1,,0
3,210980,SK디앤디,KOSPI,236440751400,"비주거용 부동산개발 및 임대(오피스, 지식산업센터, 호텔 등)",12700.0,12550.0,14.0,23.0,18.0,5,10.0,70.0,1.1811023622047243,2.5210084033613445,24.531242190689564,C,12697.5,12748.2,13076.114674630582,True,True,"{""trend_ma20"": 5, ""trend_ma200"": 5, ""trend_align_50_200"": 2, ""trend_adx"": 2, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""pat_setup_c"": 3, ""vol_explosion"": 5, ""vol_dryup"": 5, ""vol_today"": 8, ""risk_safe"": 10}",breakout,Squeeze돌파,13076.114674630582,12828.614674630582,1.892764067603225,pullback,눌림목,12697.5,12062.625,5.0,oneil,Pocket Pivot,12700.0,11938.0,6.0,1,139367920.0,-61553810.0,2026-02-18 17:12,2,,0
4,34310,NICE,KOSPI,542535637320,"기업신용분석,유가증권등급평정,기업정보,긍융정보,경제정보,소비자신용정보 제공,시장조사,사회여론조사,점외 CD/ATM사업",14760.0,13579.2,24.0,15.0,15.0,8,7.0,69.0,8.0,79.83193277310924,37.42026472980017,B,13575.5,13419.0,14533.561157345435,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 4, ""pat_door_knock"": 10, ""pat_setup_b"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -3}",oneil,Pocket Pivot,14760.0,14389.0,2.513550135501355,breakout,Squeeze돌파,14760.0,14203.5,3.7703252032520327,pullback,눌림목,13575.5,13130.3,3.2794372214651446,4,1477787350.0,-268045110.0,2026-02-18 17:12,2,,0
6,1440,대한전선,KOSPI,5882412315000,"전력선,통신케이블,적산계기,스텐레스압연제품,광케이블,초고압선,알루미늄 제조,도매/전기공사",31550.0,29026.0,25.0,10.0,12.0,15,7.0,69.0,8.0,65.54621848739495,44.45163267375575,-,29220.0,26109.0,31889.405409167743,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_door_knock"": 10, ""vol_explosion"": 5, ""vol_dryup"": 7, ""risk_deduction"": -3}",oneil,오닐,31550.0,31005.0,1.7274167987321711,pullback,눌림목,29220.0,26473.5,9.399383983572896,breakout,Squeeze돌파,31889.405409167743,28456.280409167743,10.765722834747574,5,35910193950.0,7886767650.0,2026-02-18 17:13,1,,0
