rank,code,name,market,mktcap,sector,close,stop,trend_score,pattern_score,volume_score,supply_score,risk_score,total_score,risk_pct,bbw_pct,adx,setup,ma20,ma60,bb_upper,door_knock,squeeze,score_details,strat1_type,strat1_name,strat1_entry,strat1_stop,strat1_risk,strat2_type,strat2_name,strat2_entry,strat2_stop,strat2_risk,strat3_type,strat3_name,strat3_entry,strat3_stop,strat3_risk,foreign_consec_buy,foreign_net_5d,inst_net_5d,scan_date,chunk,keywords,news_count
1,000880,한화,KOSPI,10426760038500,"화약,화공품,자동선반류,공작기계 제조,전자교환기,건설,정보통신,종합무역/임직원 및 개인대상 교육,세미나 및 워크샵 중계,동영상광고",139100.0,127972.0,22.0,15.0,20.0,12,7.0,76.0,8.0,100.0,21.421407821105472,B,119225.0,104612.0,139859.45910291033,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 2, ""pat_door_knock"": 10, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -3}",oneil,Pocket Pivot,139100.0,131505.0,5.460100647016535,breakout,Squeeze돌파,139859.45910291033,128466.95910291033,8.145677148384548,pullback,눌림목,119225.0,110111.0,7.64436988886559,3,31067366500.0,10140588200.0,2026-02-25 17:17,1,,0
2,336260,두산퓨얼셀,KOSPI,2495310960600,연료전지,38100.0,33600.0,22.0,20.0,20.0,12,0.0,74.0,11.811023622047244,14.285714285714286,20.15795533856105,R,35525.0,33542.0,39027.817440064624,True,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 2, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -10}",breakout,Squeeze돌파,39027.817440064624,35585.317440064624,8.82063160535861,pullback,눌림목,35525.0,33748.75,5.0,oneil,오닐,38100.0,36125.0,5.183727034120735,4,2692206600.0,765471350.0,2026-02-25 17:17,1,,0
3,051910,LG화학,KOSPI,27354532912500,"유화/기능/합성수지,재생섬유소,산업재,리튬이온전지,평광판,PVC 제조,도매",387500.0,356500.0,17.0,20.0,13.0,15,7.0,72.0,8.0,17.647058823529413,17.521150471260633,R,329750.0,336390.0,392928.3353439574,True,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_50_200"": 2, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""vol_dryup"": 5, ""vol_today"": 8, ""risk_deduction"": -3}",oneil,Pocket Pivot,387500.0,370425.0,4.406451612903226,breakout,Squeeze돌파,392928.3353439574,367315.8353439574,6.518364214578622,pullback,눌림목,329750.0,309260.0,6.21379833206975,5,82976834500.0,22405367500.0,2026-02-25 17:17,1,,0
4,060370,LS마린솔루션,KOSDAQ,1739553838200,해저케이블등의 건설 및 유지보수 업무,33300.0,30636.0,20.0,20.0,15.0,9,7.0,71.0,8.0,0.0,14.079561518040284,R,30442.5,30223.0,33566.16960846613,True,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 3, ""risk_deduction"": -3}",breakout,Squeeze돌파,33566.16960846613,31021.79460846613,7.580176796098451,pullback,눌림목,30442.5,29450.0,3.260244723659358,oneil,오닐,33300.0,31603.75,5.093843843843844,1,3989934750.0,12670268350.0,2026-02-25 17:17,1,,0
5,347700,스피어,KOSDAQ,2031379858200,우주항공산업 관련 부품 등 판매 / 디지털헬스 소프트웨어 개발 및 공급,43050.0,39606.0,25.0,15.0,20.0,3,7.0,70.0,8.0,98.31932773109244,86.48015499986502,B,34437.5,23199.6,43473.236208818285,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_door_knock"": 10, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -3}",breakout,Squeeze돌파,43473.236208818285,36130.361208818285,16.890564495197488,oneil,오닐,43050.0,41725.0,3.077816492450639,pullback,눌림목,34437.5,28563.2,17.05785843920145,0,5274478100.0,-36147243100.0,2026-02-25 17:17,1,,0
6,018260,삼성에스디에스,KOSPI,13827412860000,"IT서비스, 물류BPO",178700.0,166100.0,20.0,20.0,12.0,11,7.0,70.0,7.050923335198657,0.0,29.974519149991632,R,172300.0,173800.0,181399.50900511688,True,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_50_200"": 2, ""trend_adx"": 3, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""vol_dryup"": 7, ""vol_today"": 5, ""risk_deduction"": -3}",pullback,눌림목,172300.0,166591.0,3.3134068485200228,breakout,Squeeze돌파,181399.50900511688,174263.25900511688,3.9339963151712296,oneil,오닐,178700.0,173942.5,2.662283156127588,5,25974718200.0,-17274690400.0,2026-02-25 17:17,1,,0
7,005380,현대차,KOSPI,117121442152000,"자동차(승용차,버스,트럭,특장차),자동차부품,자동차전착도료 제조,차량정비사업",572000.0,526240.0,20.0,15.0,20.0,7,7.0,69.0,8.0,87.39495798319328,19.749114842517205,B,502225.0,413120.0,596058.1885234291,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""pat_door_knock"": 10, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -3}",oneil,오닐,572000.0,544725.0,4.768356643356643,pullback,눌림목,502225.0,469495.0,6.516999352879685,breakout,Squeeze돌파,596058.1885234291,555145.6885234291,6.863843293781352,0,42560662000.0,111361457000.0,2026-02-25 17:17,1,,0
8,030190,NICE평가정보,KOSPI,1020936762910,"개인 및 기업정보, 솔루션",17330.0,15830.0,20.0,20.0,12.0,12,5.0,69.0,8.655510675129833,3.361344537815126,7.791940192346888,R,17027.5,16934.6,18154.715127089807,True,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""vol_explosion"": 5, ""vol_dryup"": 7, ""risk_deduction"": -5}",oneil,Inside Day,17330.0,17283.0,0.27120600115406807,pullback,눌림목,17027.5,16222.3,4.728821024812807,breakout,Squeeze돌파,18154.715127089807,17148.215127089807,5.544014284741584,3,533143680.0,114020770.0,2026-02-25 17:17,1,,0
9,476060,온코닉테라퓨틱스,KOSDAQ,1180550192000,"자큐보정(Zastaprazan, 소화기질환 신약), Nesuparib(표적항암제 신약)",26300.0,24196.0,20.0,14.0,20.0,8,7.0,69.0,8.0,11.764705882352942,29.27747328436083,A,19087.5,19387.2,23021.319069305537,False,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_50_200"": 2, ""trend_adx"": 3, ""pat_squeeze"": 10, ""pat_setup_a"": 4, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -3}",oneil,Pocket Pivot,26300.0,24860.0,5.475285171102662,breakout,Squeeze돌파,26300.0,24140.0,8.212927756653993,pullback,눌림목,19087.5,18133.125,5.0,4,9018105260.0,-1014450290.0,2026-02-25 17:17,1,,0
10,322000,HD현대에너지솔루션,KOSPI,897120000000,"태양광 셀·모듈, PV시스템, ESS",80100.0,77300.0,25.0,10.0,12.0,11,10.0,68.0,3.495630461922597,100.0,57.90897275934882,-,72255.0,62984.0,84239.88944303396,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_door_knock"": 10, ""vol_explosion"": 5, ""vol_dryup"": 7, ""risk_safe"": 10}",pullback,눌림목,72255.0,68642.25,5.0,oneil,오닐,80100.0,75294.0,6.0,breakout,Squeeze돌파,84239.88944303396,73477.38944303396,12.776013918296972,5,21124298300.0,-4028462500.0,2026-02-25 17:17,1,,0
